event_id,machine_id,plant_id,date_key,fault_id,operator_id,downtime_minutes
216,330,2,20230710,4,6,171
217,220,8,20230510,4,70,155
218,125,5,20241229,4,2857,120
219,101,6,20240407,5,1977,190
220,227,6,20240322,2,2184,41
221,67,3,20220210,2,1973,87
222,41,5,20230703,4,465,45
223,412,8,20221221,3,841,177
224,187,6,20220111,2,72,48
225,396,4,20220820,2,2222,83
226,319,3,20230606,2,797,95
227,435,2,20230502,1,1930,203
228,398,7,20231130,4,1272,203
229,300,1,20221020,4,2930,179
230,444,10,20230716,4,2594,56
231,427,9,20240615,3,2346,117
232,260,5,20240712,4,2810,228
233,333,2,20230913,1,2454,189
234,206,5,20230906,5,2342,157
235,384,5,20231221,1,2783,160
236,28,4,20230512,1,2019,137
237,401,4,20240225,4,1274,145
238,278,6,20240624,4,1615,176
239,371,2,20230111,4,2628,35
240,399,9,20231231,5,2175,22
241,467,10,20221204,2,1487,64
242,133,3,20230909,4,1600,13
243,223,8,20240906,5,1819,73
244,422,4,20241123,1,1091,239
245,246,9,20220206,4,1399,97
246,122,10,20230125,1,1894,177
247,221,5,20220619,4,919,77
248,280,1,20241116,5,752,45
249,101,6,20230121,2,1601,50
250,55,4,20221108,5,1856,66
251,227,2,20220121,1,644,166
252,363,6,20230830,5,195,148
253,163,2,20240627,4,821,152
254,429,4,20240413,3,2642,88
255,355,10,20240514,1,2629,36
256,106,1,20220628,4,973,131
257,249,6,20220718,2,2243,123
258,114,5,20230104,2,1031,50
259,290,3,20230718,4,2608,73
260,293,10,20231116,5,763,63
261,270,8,20221029,1,2001,68
262,172,5,20221022,2,2270,143
263,183,4,20240114,4,2856,238
264,476,4,20230101,2,1007,102
265,234,9,20221108,3,1068,40
266,493,6,20230128,1,2906,177
267,92,3,20240206,5,174,92
268,67,3,20220316,2,1872,24
269,257,6,20240228,3,2465,43
270,139,6,20240606,5,2570,34
271,488,5,20230604,1,1924,49
272,447,10,20230718,5,670,98
273,247,4,20240705,3,186,129
274,247,1,20221016,5,367,34
275,418,5,20240812,5,1608,193
276,105,9,20240725,1,2490,203
277,460,1,20221215,4,739,73
278,191,3,20231226,1,1049,160
279,298,2,20240610,2,2021,135
280,155,5,20230122,2,852,100
281,289,8,20230105,2,675,151
282,35,6,20240716,3,2800,119
283,57,3,20241121,3,2961,92
284,13,6,20221002,2,2215,63
285,237,10,20241107,5,2992,128
286,370,4,20220515,5,1423,123
287,182,3,20241114,5,716,197
288,10,9,20220130,4,693,217
289,477,7,20240514,5,1956,68
290,218,6,20220628,2,2125,99
291,152,2,20241023,2,359,164
292,429,9,20240701,2,2599,54
293,222,10,20230809,5,2291,85
294,278,9,20230413,3,626,77
295,233,3,20240414,2,1569,208
296,469,5,20240930,4,1358,50
297,235,10,20240312,3,2012,165
298,133,8,20231223,2,1747,99
299,297,9,20240626,1,1991,168
300,450,6,20240222,1,1776,189
301,66,2,20230512,1,2080,213
302,137,3,20240709,1,227,127
303,484,6,20220805,5,2031,213
304,263,10,20240204,4,2201,67
305,164,5,20241122,5,1340,213
306,275,1,20230209,1,1165,177
307,361,5,20220503,2,1012,44
308,97,3,20220225,4,961,49
309,185,4,20240511,2,1268,76
310,330,8,20241016,3,2967,98
311,370,4,20220415,5,2176,229
312,408,8,20240423,3,2651,25
313,441,7,20230831,2,1141,196
314,50,1,20230610,1,1402,90
315,319,3,20240611,5,458,72
316,18,1,20221227,4,1241,206
317,184,10,20220307,4,2597,84
318,27,10,20220409,3,742,58
319,310,4,20240203,5,2919,158
320,108,8,20231126,3,843,223
321,287,1,20220418,2,2526,195
322,37,9,20240212,2,2495,145
323,462,8,20221209,5,2357,178
324,263,10,20241110,4,860,157
325,472,6,20241106,2,2231,97
326,392,6,20240310,4,1183,138
327,239,7,20220830,3,2364,23
328,340,6,20230303,2,160,170
329,129,10,20230103,2,1231,223
330,74,1,20230728,3,130,94
331,175,4,20220118,5,277,41
332,440,10,20220325,2,339,60
333,215,2,20240215,3,1564,236
334,38,4,20230816,3,1718,92
335,4,9,20220808,3,371,143
336,186,8,20220116,4,958,98
337,360,3,20220807,5,1996,25
338,464,8,20240205,4,400,140
339,295,9,20220109,5,2120,219
340,378,1,20240412,2,1088,99
341,483,1,20231016,3,1745,97
342,473,10,20220306,5,271,22
343,70,4,20220604,4,2257,72
344,173,10,20220404,4,2072,59
345,487,2,20240517,2,1619,28
346,38,10,20221004,5,1507,56
347,285,9,20240217,2,1749,67
348,258,6,20240204,3,2998,208
349,393,10,20231102,5,115,199
350,377,3,20241109,3,728,199
351,170,2,20220702,4,1197,145
352,280,9,20240313,1,2588,198
353,170,5,20231207,3,2753,129
354,407,10,20240824,1,2784,205
355,380,10,20240604,4,1099,25
356,208,7,20240921,1,2820,217
357,436,10,20240125,2,2009,153
358,334,2,20240602,1,1222,236
359,7,5,20230224,2,153,196
360,108,1,20241106,5,1594,163
361,75,8,20231229,2,2219,74
362,383,1,20240925,5,2146,151
363,342,4,20241116,2,1434,115
364,414,7,20220607,4,1601,164
365,467,9,20220404,5,2345,144
366,92,8,20230704,5,1765,163
367,321,4,20220509,2,2816,166
368,70,5,20230927,3,2565,73
369,341,5,20231118,1,1562,89
370,493,9,20221016,1,926,217
371,377,6,20240929,3,2571,61
372,208,4,20240614,4,1899,174
373,102,8,20230623,2,2004,218
374,164,4,20240211,5,2229,151
375,284,3,20221027,4,1287,29
376,37,3,20220624,4,1805,138
377,17,7,20240826,4,2259,217
378,307,5,20230929,4,132,63
379,396,7,20240426,3,2144,107
380,153,6,20221217,3,1998,146
381,390,9,20240921,4,2835,71
382,150,3,20240607,5,1292,142
383,451,3,20220508,5,1205,154
384,32,10,20220508,3,2397,212
385,152,1,20231113,4,2107,119
386,174,8,20220124,3,2251,209
387,470,8,20240329,5,1238,45
388,330,5,20221222,4,2450,223
389,299,10,20240129,2,2777,34
390,3,4,20230628,3,441,88
391,25,3,20230718,2,2324,45
392,447,2,20241101,1,1570,186
393,340,10,20230311,3,1905,213
394,251,10,20240728,1,2277,95
395,53,3,20220303,4,1857,196
396,356,10,20240131,4,249,134
397,465,4,20220326,1,441,19
398,277,2,20240209,5,908,44
399,44,4,20230728,2,2952,152
400,37,8,20221003,3,2795,83
401,433,9,20231206,3,2301,24
402,359,1,20240422,5,2707,83
403,132,9,20231101,1,2407,239
404,112,4,20230107,2,1856,206
405,51,8,20241119,4,1776,40
406,120,7,20240804,4,1754,192
407,331,1,20240113,2,1775,42
408,217,4,20220503,2,608,185
409,116,6,20230527,2,2244,161
410,281,9,20241009,3,2599,203
411,110,9,20230609,1,2212,141
412,183,5,20220619,2,1694,21
413,121,2,20240913,3,1018,29
414,47,8,20230315,2,2928,218
415,384,6,20240425,3,2156,209
416,373,7,20220420,2,2937,209
417,255,9,20240628,3,709,199
418,226,8,20220111,2,568,180
419,196,10,20220512,5,936,164
420,428,7,20221204,4,1239,84
421,380,6,20220418,1,2781,154
422,282,1,20231024,5,1826,188
423,84,8,20230809,2,81,45
424,270,5,20230201,5,127,12
425,91,3,20241010,5,735,178
426,180,9,20220426,4,1186,202
427,177,9,20230713,3,715,129
428,428,5,20230109,4,999,130
429,56,2,20220509,3,463,144
430,200,10,20240727,3,2062,95
431,473,3,20230324,3,2036,173
432,426,5,20221024,4,2620,10
433,405,6,20221230,1,2571,69
434,17,9,20240118,4,165,125
435,218,1,20230503,3,489,109
436,412,7,20230417,3,128,208
437,33,9,20230104,2,786,174
438,212,9,20230729,5,1740,150
439,68,1,20230814,3,686,96
440,23,6,20231103,5,2013,186
441,466,1,20220717,5,2382,132
442,450,3,20240428,1,1797,190
443,242,7,20230812,5,1962,153
444,21,2,20230627,1,135,235
445,35,10,20230728,3,739,74
446,264,9,20240223,4,2818,232
447,236,1,20220309,3,1875,150
448,42,2,20220519,3,516,176
449,31,3,20241021,1,1180,122
450,368,3,20220711,3,968,150
451,118,3,20220625,4,2857,231
452,206,8,20230708,4,2440,227
453,48,7,20220306,1,1608,21
454,434,3,20240711,4,2934,131
455,73,5,20220409,5,2048,90
456,169,6,20220619,4,1076,238
457,279,3,20241111,1,176,191
458,320,7,20240823,2,2440,220
459,164,2,20220913,1,1053,225
460,73,5,20241109,5,348,40
461,265,3,20240421,5,1252,56
462,235,8,20220926,4,1929,107
463,222,2,20230402,1,1411,150
464,128,4,20231127,3,1621,230
465,39,2,20240509,2,1079,164
466,222,3,20220210,5,1988,95
467,453,4,20220927,3,2817,104
468,7,5,20220329,5,618,118
469,244,1,20231010,4,2353,20
470,182,5,20221006,5,2302,16
471,467,6,20231215,3,2957,39
472,1,3,20241202,2,2256,32
473,201,4,20240818,4,2932,174
474,306,6,20240930,2,513,164
475,168,1,20230319,2,54,36
476,14,2,20230930,1,2467,156
477,74,8,20230515,4,1094,159
478,186,9,20240919,3,2345,190
479,295,8,20220126,1,1603,146
480,194,9,20231227,1,591,70
481,440,3,20240723,3,1546,175
482,161,9,20240408,4,1791,150
483,46,2,20240215,2,2234,111
484,166,9,20240802,4,225,215
485,400,3,20231231,3,2001,186
486,234,10,20241018,4,620,213
487,489,6,20220520,2,817,191
488,225,4,20230421,4,687,107
489,312,7,20241006,4,2453,106
490,332,8,20240829,3,1555,132
491,496,3,20240216,5,1279,37
492,349,5,20231001,1,561,181
493,225,10,20240610,4,1690,109
494,494,1,20230216,2,2046,172
495,441,7,20240622,1,848,149
496,404,2,20220414,2,950,56
497,220,5,20241018,5,1484,66
498,152,5,20220601,5,236,36
499,470,4,20230531,4,2142,60
500,339,6,20220101,2,2004,56
501,437,1,20240421,2,153,43
502,447,5,20240825,2,1165,174
503,48,10,20220124,2,165,147
504,80,4,20240620,5,1421,115
505,63,1,20230626,1,2446,40
506,347,1,20221125,3,2526,44
507,466,2,20240619,5,2525,186
508,440,5,20221120,2,588,222
509,500,7,20231107,1,796,55
510,195,4,20221023,4,869,239
511,29,7,20240909,2,721,122
512,448,6,20241123,3,1791,208
513,258,9,20220916,1,764,76
514,318,5,20221110,5,1464,30
515,474,4,20240713,5,1818,97
516,134,2,20220816,1,2024,134
517,198,6,20230823,4,2343,16
518,406,9,20240407,5,1247,169
519,230,9,20231204,1,280,35
520,89,3,20240415,2,2832,60
521,250,5,20230814,3,121,157
522,230,9,20230425,5,1538,30
523,450,10,20230327,4,2925,232
524,232,9,20240619,5,1788,144
525,381,4,20230226,2,238,121
526,472,1,20221224,5,1633,144
527,97,5,20230711,4,302,126
528,368,8,20230317,3,1094,60
529,251,4,20220103,2,1958,81
530,74,4,20220930,3,2236,87
531,72,5,20240128,2,1908,57
532,9,8,20240918,3,2055,213
533,385,10,20231221,4,2184,201
534,499,4,20230608,3,2380,239
535,35,1,20240619,3,2664,168
536,348,9,20240519,3,889,147
537,462,7,20240310,4,1710,21
538,438,1,20240501,4,1073,35
539,36,4,20220122,4,1370,98
540,134,1,20220619,2,949,67
541,480,8,20220719,3,1838,239
542,322,6,20231117,2,470,57
543,410,1,20241123,2,905,61
544,365,1,20241220,5,2683,160
545,44,6,20240524,3,2700,162
546,339,10,20240116,4,2011,152
547,236,10,20240104,5,1124,220
548,118,6,20240913,5,2506,158
549,174,7,20220719,5,311,234
550,33,1,20221112,1,2221,212
551,195,10,20220106,4,2360,72
552,330,5,20230702,2,581,178
553,446,4,20230627,3,1997,32
554,226,9,20230724,2,163,124
555,300,7,20241117,5,372,152
556,384,1,20240830,4,2149,228
557,190,9,20240120,5,1577,143
558,2,7,20220119,5,1354,57
559,404,8,20231224,2,2635,206
560,390,5,20230718,4,994,223
561,482,9,20240708,5,924,235
562,208,3,20220811,2,2421,235
563,16,8,20240315,3,1358,130
564,120,9,20241204,2,1444,74
565,290,3,20220809,2,2809,227
566,103,1,20220606,2,2608,44
567,327,1,20231120,4,733,52
568,3,7,20220505,3,11,233
569,276,10,20220523,3,2184,22
570,20,7,20231223,2,2325,10
571,191,8,20231211,4,627,74
572,233,7,20240111,5,2159,168
573,483,7,20220501,2,1303,28
574,128,7,20231106,1,1786,225
575,362,1,20230228,1,742,200
576,290,8,20230326,5,1126,71
577,481,2,20231209,5,108,92
578,454,2,20230221,3,2182,17
579,118,10,20240821,4,2389,133
580,131,9,20230415,3,211,145
581,43,9,20220221,4,749,109
582,97,9,20240211,4,2385,230
583,296,8,20240412,5,1675,131
584,473,10,20230808,5,1357,111
585,403,10,20220623,5,2900,155
586,352,7,20221102,4,1457,34
587,37,6,20240718,4,2942,84
588,310,7,20240210,2,1195,157
589,371,5,20240620,3,856,121
590,491,10,20220526,1,125,34
591,53,6,20230115,3,1025,159
592,91,5,20230808,4,2318,111
593,192,6,20231021,1,192,189
594,427,3,20240329,4,1659,76
595,388,8,20220717,1,2379,96
596,470,3,20230910,2,879,173
597,420,7,20220105,3,1772,229
598,190,6,20220406,5,1171,79
599,341,8,20230927,1,278,205
600,343,10,20231116,5,120,10
601,361,5,20241117,1,309,102
602,57,2,20231104,3,528,153
603,153,1,20220314,5,1896,67
604,127,9,20220324,2,1189,211
605,206,6,20220811,3,2305,224
606,276,5,20240514,4,1449,54
607,363,2,20240915,3,860,205
608,54,5,20230525,3,341,24
609,51,6,20231125,3,2915,139
610,251,7,20240703,4,522,234
611,307,1,20220116,1,208,119
612,224,4,20220811,3,2482,156
613,339,2,20240714,1,1874,53
614,292,2,20220104,1,1942,18
615,302,2,20221106,3,2778,85
616,211,1,20241028,5,137,229
617,12,6,20231022,1,2930,176
618,438,1,20241117,5,1442,82
619,386,5,20230316,5,109,75
620,256,3,20240503,5,1844,151
621,439,2,20220427,5,375,218
622,196,1,20221014,4,1938,62
623,394,3,20240527,1,1201,206
624,161,1,20220625,1,1585,91
625,151,7,20220405,1,2510,24
626,178,6,20230904,4,483,214
627,93,2,20241213,4,2046,62
628,219,1,20241114,2,418,22
629,306,10,20240131,5,1005,142
630,225,5,20220217,3,2960,19
631,32,4,20240908,3,316,139
632,178,7,20241121,4,759,107
633,196,4,20230225,4,496,157
634,266,2,20230415,1,334,128
635,460,5,20220717,4,2503,53
636,131,3,20231228,3,111,163
637,154,3,20230829,3,2908,56
638,241,3,20230826,3,449,93
639,240,7,20220624,2,1620,106
640,23,3,20230301,5,322,83
641,455,1,20231026,5,2436,77
642,495,6,20221005,2,1613,233
643,127,7,20230111,1,1964,193
644,284,9,20231015,1,969,212
645,236,6,20220603,4,2141,145
646,339,7,20241022,3,644,85
647,105,3,20230221,3,951,18
648,421,4,20230213,5,2915,27
649,238,9,20221009,4,867,90
650,143,2,20230628,5,1461,221
651,493,4,20221030,2,1573,217
652,257,7,20240816,3,1227,184
653,186,8,20230605,5,1027,156
654,469,9,20220302,1,2156,133
655,18,10,20230601,4,633,144
656,496,1,20230707,5,1862,182
657,433,9,20241124,4,1966,223
658,212,10,20220812,4,661,128
659,140,9,20240707,5,1096,190
660,99,2,20241219,4,2808,167
661,183,2,20240208,5,1598,31
662,213,7,20220529,5,257,226
663,408,5,20231120,3,162,19
664,388,5,20220424,2,2076,82
665,441,2,20230410,1,511,203
666,489,3,20230212,2,1953,89
667,174,4,20220228,2,1629,132
668,26,3,20221106,2,358,168
669,455,3,20240803,2,432,67
670,482,6,20231223,1,1533,178
671,176,6,20230223,2,2455,182
672,121,6,20230928,5,2802,61
673,310,1,20230825,1,1402,183
674,459,7,20230721,1,2267,199
675,374,3,20230131,5,1096,22
676,82,5,20220511,4,689,140
677,414,10,20220414,2,2739,37
678,55,10,20230722,5,449,156
679,93,4,20220807,5,244,198
680,367,9,20221130,3,197,33
681,174,1,20220215,4,1750,87
682,273,2,20240508,5,2155,152
683,301,1,20221018,3,1619,221
684,185,6,20230507,1,2506,14
685,190,9,20231008,3,570,175
686,20,5,20221119,2,2902,10
687,455,5,20230930,2,2441,65
688,264,5,20230914,3,2779,232
689,488,5,20230621,4,1565,56
690,114,3,20231026,3,1624,194
691,254,6,20240119,1,1728,153
692,169,1,20241003,1,1059,161
693,317,6,20220518,2,237,24
694,103,3,20230217,4,1275,237
695,209,7,20221028,4,1824,171
696,298,5,20240531,3,1849,37
697,199,2,20221220,1,1243,25
698,114,4,20241126,1,1357,67
699,342,3,20230628,4,1857,34
700,312,7,20221114,4,27,137
701,153,4,20220121,5,2540,238
702,390,9,20240424,5,2159,193
703,247,2,20240918,5,1715,215
704,468,3,20230312,3,2192,56
705,80,2,20240211,3,511,195
706,89,3,20240917,2,463,106
707,225,2,20230607,2,2977,180
708,293,3,20230803,2,2512,201
709,15,4,20230830,4,402,236
710,16,1,20240105,2,2882,177
711,197,2,20221211,5,2446,14
712,279,9,20230804,3,1412,208
713,170,3,20220323,4,5,225
714,182,9,20230728,2,2231,222
715,455,5,20220617,3,2686,171
716,183,9,20240919,3,226,216
717,119,2,20220104,3,306,228
718,115,2,20221222,2,2141,35
719,500,2,20230113,4,252,44
720,174,9,20241028,2,159,34
721,258,3,20231110,4,133,29
722,138,6,20221116,3,503,171
723,317,4,20220415,1,58,64
724,325,4,20230822,4,473,164
725,52,4,20220528,1,1342,145
726,353,10,20220903,4,1966,68
727,304,5,20230218,2,782,138
728,459,9,20240724,5,1141,167
729,258,6,20220730,3,2031,146
730,451,7,20220114,4,641,192
731,229,1,20240111,3,1440,200
732,161,3,20240305,3,1074,169
733,177,4,20240819,3,2207,47
734,360,6,20240308,5,2899,32
735,156,3,20230501,2,2739,103
736,228,10,20230114,1,2324,93
737,435,1,20240830,1,1586,62
738,436,10,20241112,1,699,226
739,209,1,20230319,3,2771,62
740,174,5,20240619,1,641,89
741,154,8,20240718,4,962,179
742,101,8,20220504,1,123,37
743,450,9,20220512,5,1344,89
744,104,6,20241219,5,1416,210
745,5,5,20220506,1,2958,235
746,211,8,20221023,4,121,114
747,127,5,20240523,4,2191,101
748,195,9,20230528,3,1704,24
749,17,4,20230111,5,1494,118
750,475,7,20230429,4,902,28
751,83,3,20220824,5,39,68
752,467,4,20230106,4,2688,127
753,487,9,20220214,2,294,37
754,46,9,20230808,3,756,162
755,426,10,20241202,1,1500,101
756,310,7,20230429,2,2302,57
757,477,4,20230918,2,169,93
758,110,7,20231021,5,1396,40
759,217,1,20241114,5,2088,148
760,129,6,20220915,5,964,232
761,478,2,20220210,4,1452,222
762,188,10,20240124,1,1536,111
763,338,10,20230305,4,2578,177
764,306,2,20221122,5,2335,160
765,268,7,20220614,1,997,95
766,52,3,20240603,4,1217,199
767,167,9,20230212,3,2281,39
768,251,2,20240529,1,2927,50
769,376,8,20230718,3,1920,51
770,137,3,20220210,2,890,126
771,267,3,20221210,2,2268,42
772,482,1,20220422,3,602,208
773,436,7,20221119,4,432,198
774,421,4,20220528,4,1796,100
775,159,4,20230503,2,1884,24
776,321,6,20220330,1,261,169
777,430,6,20241214,2,370,121
778,180,3,20221119,2,1979,169
779,328,1,20240528,5,2472,109
780,33,6,20220802,4,2215,215
781,185,1,20240211,2,597,84
782,252,6,20231212,1,607,86
783,374,6,20240828,2,249,178
784,406,3,20221118,1,2050,214
785,128,2,20230117,1,1662,22
786,209,6,20241229,5,2557,182
787,33,4,20230409,5,2213,30
788,498,8,20240720,3,388,91
789,397,8,20231029,2,161,102
790,56,2,20221223,4,1741,190
791,135,1,20240317,1,1586,201
792,386,10,20220709,2,2334,182
793,319,8,20220108,3,2892,125
794,327,4,20231210,4,49,234
795,462,3,20231008,5,828,45
796,179,9,20241226,1,782,28
797,131,6,20220302,3,747,129
798,74,9,20220413,3,1731,65
799,128,2,20221020,2,1626,21
800,252,8,20241019,5,829,106
801,206,7,20231021,3,612,238
802,29,6,20240702,3,39,135
803,292,5,20230916,3,475,167
804,464,1,20220909,2,940,195
805,363,4,20240429,2,1285,161
806,44,7,20240113,4,1871,56
807,484,5,20240116,5,1245,160
808,373,6,20230818,1,657,159
809,477,8,20231016,3,631,46
810,290,8,20241104,5,1766,109
811,323,1,20220103,4,413,16
812,181,6,20230424,2,676,173
813,493,4,20241217,4,765,233
814,83,5,20231120,3,125,108
815,253,6,20220122,1,499,70
816,401,10,20230915,2,2279,238
817,3,6,20240107,4,1631,56
818,298,3,20230207,3,1270,85
819,85,4,20230127,3,157,208
820,210,10,20220426,2,448,74
821,86,5,20231221,4,805,239
822,6,6,20230328,2,2983,198
823,414,7,20221210,1,230,100
824,9,3,20230805,4,1172,95
825,466,8,20241212,2,1386,210
826,359,2,20230116,2,2352,154
827,327,6,20241111,2,1707,61
828,56,8,20230913,3,1865,187
829,76,8,20220707,3,1287,114
830,215,3,20220130,1,1556,48
831,500,7,20240127,3,2580,144
832,228,8,20221103,3,480,109
833,215,2,20220217,4,1039,213
834,411,4,20230818,2,2275,170
835,476,9,20221003,4,1175,225
